course_name,city,state,country,latitude,longitude,year,length,personal_rating,times_played,best_score
Grant Lucayan Golf Club -- Reef Course,Freeport,,Bahamas,26.511,-78.652259,1993,18,7.5,1,83
Bahamas Princess -- Ruby,,,Bahamas,26.523,-78.708,1993,18,8,1,80
Bahamas Princess -- Emerald,Freeport,,Bahamas,26.512,-78.701,1993,18,7,1,79
South Ocean Beach GC,New Providence,,Bahamas,25.009,-77.523,1993,18,7.5,1,76
Mid Ocean GC,,,Bermuda,32.331,-64.694,1989,18,9.5,1,74
Port Royal GC,,,Bermuda,32.261,-64.874,1989,18,8,1,76
Castle Harbour GC  ,,,Bermuda,32.346,-64.673,1989,18,7.5,1,73
Southampton Princess GC,,,Bermuda,32.261,-64.845,1989,18,7.5,1,59
Belmont GC,,,Bermuda,32.31,-64.788,1989,18,7,1,68
Riddell's Bay GC,,,Bermuda,32.26,-64.864,1989,18,7,1,71
Ocean view GC,,,Bermuda,32.317,-64.717,1989,9,5,1,40
Canoe creek,Salmon Arm,BC,Canada,50.736,-120.267,2015,18,7.5,1,80
Salmon Arm GC,Salmon Arm,BC,Canada,50.706,-119.255,2015,18,7.5,1,72
Long Beach GC,Tofino,BC,Canada,49.149,-125.911,2016,9,6,1,34
Capilano Golf and Country Club,West Vancouver,BC,Canada,49.354,-123.125,1965,18,10,3000,65
Northlands Golf Course,North Vancouver,BC,Canada,49.321,-122.979,2006,18,7,10,71
Shaughnessy Golf and Country Club,Vancouver,BC,Canada,49.234,-123.208,1975,18,8.5,25,75
Gleneagles Golf Course,West Vancouver,BC,Canada,49.364,-123.279,1962,9,2,50,75
Seymour Golf and Country Club,North Vancouver,BC,Canada,49.316,-122.968,1965,18,7,30,70
Fraserview golf course,Vancouver,BC,Canada,49.214,-123.052,1967,18,5,20,69
Langara golf course,Vancouver,BC,Canada,49.222,-123.112,1967,18,5,15,70
University golf club,Vancouver,BC,Canada,49.264,-123.229,1964,18,6,20,67
McCleery golf club,Vancouver,BC,Canada,49.218,-123.165,1968,18,6,20,72
Marine Drive Golf Club,Vancouver,BC,Canada,49.218,-123.159,1985,18,8,15,67
Point Grey Golf Club,Vancouver,BC,Canada,49.224,-123.184,1986,18,8,12,72
Vancouver Golf Club,Vancouver,BC,Canada,49.249,-122.877,1974,18,8,15,74
Burnaby Mountain golf course,Burnaby,BC,Canada,49.266,-122.944,1986,18,6,15,71
Peace Portal,Surrrey,BC,Canada,49.01,-122.752,1984,18,7,10,72
Greenacres,Richmond,BC,Canada,49.176,-123.063,1982,18,4,1,75
The Fort GC,Fort Langley,BC,Canada,49.18,-122.598,1983,18,5,1,74
Surrey golf course,Surrey,BC,Canada,49.143,-122.757,1984,18,6,5,74
Carnoustie Golf course,Port Coquitlam,BC,Canada,49.259,-122.733,1979,18,6,2,71
Squamish Valley golf course,Squamish,BC,Canada,49.733,-123.121,1983,18,7.5,30,68
Guildford golf course,Surrey,BC,Canada,49.147,-122.802,1982,18,5,10,69
Quilchena Golf Club,Richmond,BC,Canada,49.161,-123.194,1985,18,7,6,74
Richmond Golf and Country Club,Richmond,BC,Canada,49.129,-123.125,1974,18,8,20,72
Iron Mountain 18 Pastures,Mission,BC,Canada,49.202,-122.413,1982,18,6,10,73
Harrison Hot Springs,Harrison,BC,Canada,49.279,-121.783,1985,9,6,2,36
Powell River GC,Powell River,BC,Canada,49.792,-124.462,1972,9,4,3,78
Newlands,Langley,BC,Canada,49.09,-122.642,1973,18,4,1,79
Meadow Gardens GC,Pitt Meadows,BC,Canada,49.227,-122.671,1984,18,5,1,71
Meadow Gardens,Pitt Meadows,BC,Canada,49.227,-122.671,1997,18,7.5,10,72
Hazelmere,Surrey,BC,Canada,49.013,-122.719,1984,18,7,2,73
Pitt Meadows,Pitt Meadows,BC,Canada,49.249,-122.693,1984,18,7,10,70
Beach Grove,Tsawwassen,BC,Canada,49.025,-123.062,1986,18,7,10,72
Hope golf course,Hope,BC,Canada,49.388,-121.431,1986,9,5,1,73
Kelowna Golf and CC,Kelowna,BC,Canada,49.895,-119.45,1984,18,7.5,30,72
Gallagher's Canyon,Kelowna,BC,Canada,49.836,-119.379,1987,18,8.5,20,69
Penticton G&CC,Penticton ,BC,Canada,49.492,-119.611,1976,18,7,8,71
Twin Lakes,Penticton ,BC,Canada,49.338,-119.721,1976,18,7,2,70
Sumac Ridge GC,Penticton ,BC,Canada,49.621,-119.676,1976,9,6,8,76
Vernon G&CC,Vernon,BC,Canada,50.244,-119.268,1973,18,7.5,5,72
Kamloops Golf Club,Kamloops,BC,Canada,50.711,-120.447,1973,18,7,4,71
Rivershore Golf Club,Kamloops,BC,Canada,50.653,-120.006,1986,18,8.5,20,70
Radium Hot Springs Resort course,Radium,BC,Canada,50.598,-116.045,1984,18,6.5,3,69
The Springs GC,Radium,BC,Canada,50.614,-116.082,1989,18,8,3,75
108 Ranch,100 Mile House,BC,Canada,51.746,-121.348,1979,18,7,4,71
Cherry Grove GC,Oliver,BC,Canada,49.195,-119.532,1974,9,5,1,40
Whistler GC,Whistler ,BC,Canada,50.114,-122.96,1983,18,8,6,74
Ponderosa GC,Peachland,BC,Canada,49.788,-119.731,1990,18,6.5,12,68
Cranbrook GC,Cranbrook,BC,Canada,49.512,-115.744,1986,18,7,2,76
Kimberley GC, Kimberley,BC,Canada,49.635,-115.964,1986,18,7.5,2,69
Castlegar GC,Castlegar ,BC,Canada,49.307,-117.619,1986,18,8,10,67
Fairmont Hot springs -- Mountainside,Fairmont,BC,Canada,50.328,-115.843,1986,18,6,3,73
Fairmont Hot Springs -- Riverside,Fairmont,BC,Canada,50.327,-115.87,1996,18,7.5,1,75
Kokanee springs GC,Crawford Bay,BC,Canada,49.689,-116.812,1986,18,8,4,74
Fernie GC,Fernie,BC,Canada,49.517,-115.048,1986,18,7,2,69
Rossland,Rossland,BC,Canada,49.067,-117.784,1986,9,5,2,39
Rossland Trail-- Birchbank,Rossland ,BC,Canada,49.162,-117.729,1994,18,7,1,70
Cowichan GC,Cowichan,BC,Canada,48.749,-123.666,1988,18,7,3,76
Saltspring GC,Saltspring Island,BC,Canada,48.866,-123.518,1966,9,5,12,99
Cedar Hill GC,Victoria,BC,Canada,48.455,-123.345,1985,18,6,2,65
Royal Colwood G&CC,Colwood,BC,Canada,48.444,-123.482,1984,18,8.5,6,72
Victoria GC (Oak Bay),Victoria,BC,Canada,48.412,-123.302,1985,18,8.5,15,69
Gorge Vale GC,Esquimalt,BC,Canada,48.443,-123.411,1985,18,7.5,2,75
Uplands GC,Victoria,BC,Canada,48.451,-123.307,1984,18,7.5,1,76
Glen Meadows GC,North Saanich,BC,Canada,48.63,-123.452,1984,18,7,1,75
Cordova Bay GC ,Victoria,BC,Canada,48.531,-123.372,1992,18,7,2,76
Olympic View GC,Victoria,BC,Canada,48.404,-123.519,1992,18,7,6,72
Broome Hill GC,Victoria,BC,Canada,48.383,-123.733,1992,9,4,1,37
Royal Oak Golf,Victoria,BC,Canada,48.505,-123.392,1994,9,5,1,32
Bear Mountain GC -- Mountain,Victoria,BC,Canada,48.476,-123.532,2007,18,8,1,76
Bear Mountain GC -- Valley,Victoria,BC,Canada,48.476,-123.532,2011,18,8,1,75
Highland Pacific GC,Victoria,BC,Canada,48.468,-123.45,2011,18,8.5,1,73
Nanaimo GC,Nanaimo ,BC,Canada,49.198,-123.984,1984,18,8,5,73
Sequoia Springs GC,Campbell River,BC,Canada,50.019,-125.272,1971,18,6,1,68
Comox GC,Comox,BC,Canada,49.675,-124.924,1969,9,5,4,37
Chilliwack GC,Chilliwack,BC,Canada,49.126,-122.066,1987,18,7,1,68
Salmon Arm GC,Salmon Arm,BC,Canada,50.674,-119.218,1987,18,8.5,6,72
Spallumcheen GC,Vernon,BC,Canada,50.357,-119.284,1987,18,7.5,4,71
Ledgeview GC,Abbotsford,BC,Canada,49.071,-122.227,1987,18,7,6,71
Summerland GC,Summerland,BC,Canada,49.559,-119.692,1987,18,7.5,6,73
Alberni GC,Port Alberni,BC,Canada,49.29,-124.785,1988,18,6,1,70
Mission GC,Mission,BC,Canada,49.144,-122.359,1988,9,6,1,33
Shadow Ridge GC,Kelowna,BC,Canada,49.943,-119.381,1988,18,6.5,2,70
Mission Creek GC,Kelowna,BC,Canada,49.858,-119.453,1988,18,5,3,59
Merritt GC,Merritt,BC,Canada,50.117,-120.797,1989,9,5,1,34
Sunshore GC,Chase,BC,Canada,50.825,-119.69,1989,9,5,1,33
Central Park,Kelowna,BC,Canada,49.934,-119.46,1989,9,4,1,37
Shannon Lake GC,Kelowna,BC,Canada,49.861,-119.613,1989,18,7.5,6,73
Michaelbrook Ranch,Kelowna,BC,Canada,49.84,-119.475,1989,18,5,3,56
Revelstoke GC,Revelstoke,BC,Canada,51.012,-118.228,1989,18,7,1,70
Golden GC,Golden,BC,Canada,51.331,-117.006,1989,18,8,1,76
Mayfair Lakes GC,Richmond,BC,Canada,49.175,-123.036,1989,18,7,6,73
Arbutus Ridge GC,Duncan,BC,Canada,48.687,-123.553,1989,18,6.5,4,70
Christina Lake,Christina Lake,BC,Canada,49.019,-118.203,1990,18,7.5,2,74
Princeton GC,Princeton,BC,Canada,49.457,-120.471,1990,18,6.5,1,72
Kelowna Springs,Kelowna,BC,Canada,49.922,-119.379,1990,18,7,2,72
Sunset Ranch GC,Kelowna,BC,Canada,49.942,-119.35,1990,18,7,2,75
Royal York GC,Armstrong,BC,Canada,50.434,-119.189,1990,9,6,2,36
Storey Creek GC,Campbell River,BC,Canada,49.927,-125.213,1991,18,8,4,71
Fairview Mountain GC,Oliver,BC,Canada,49.165,-119.594,1991,18,7.5,6,72
Glacier Greens GC,Comox,BC,Canada,49.706,-124.894,1991,18,7,2,74
Eagle Point GC,Kamloops,BC,Canada,50.641,-120.086,1992,18,7.5,6,74
Nicola Valley GC,Quilchena,BC,Canada,50.158,-120.514,1992,9,4,2,71
Predator Ridge Resort -- Predator,Vernon,BC,Canada,50.188,-119.389,1991,18,8.5,6,75
Predator Ridge Resort -- Ridge ,Vernon,BC,Canada,50.188,-119.389,2011,18,8.5,1,75
Mount Brenton GC,Chemainus,BC,Canada,48.894,-123.706,1992,18,7,1,73
Aberdeen hills GC,Kamloops,BC,Canada,50.796,-120.327,1993,18,6,1,76
Pineridge GC,Kamloops,BC,Canada,50.754,-120.271,1993,18,5,1,60
Crown Isle GC,Comox,BC,Canada,49.712,-124.988,1993,18,8,6,74
Eaglecrest GC,Qualicum,BC,Canada,49.313,-124.314,1993,18,7,3,77
Chateau Whistler GC,Whistler ,BC,Canada,50.121,-122.948,1993,18,7.5,2,73
Pemberton Valley GC,Pemberton,BC,Canada,50.315,-122.799,1993,18,7.5,3,70
Nicklaus North GC,Whistler ,BC,Canada,50.12,-122.948,1996,18,8,4,75
Big Sky GC,Pemberton,BC,Canada,50.307,-122.835,1996,18,8,6,74
Furry Creek,Britannia Beach,BC,Canada,49.522,-123.253,1994,18,6,6,70
Coyote Creek GC,Surrey,BC,Canada,49.087,-122.797,1993,18,5,1,60
Sheep Pasture,Lillooet,BC,Canada,50.679,-121.932,1993,9,3,1,
Semlin Valley GC,Cache creek,BC,Canada,50.801,-121.351,1993,9,5,1,35
Williams Lake GC,Williams Lake,BC,Canada,52.147,-122.118,1993,18,6,1,75
Delta GC,Delta,BC,Canada,49.085,-123.059,1993,18,4,1,71
Nico Wynd GC,Surrey,BC,Canada,49.058,-122.871,1993,9,5,1,37
Belmont GC,Langley,BC,Canada,49.071,-122.602,1993,18,7,2,74
Fairwinds GC,Nanoose Bay,BC,Canada,49.284,-124.19,1994,18,7,300,69
Morningstar GC,Qualicum,BC,Canada,49.324,-124.402,1994,18,8,2,77
Swan-E-Set Resort GC,Pitt Meadows,BC,Canada,49.228,-122.673,1994,18,8,6,75
Swan-E-Set Resort GC -- Links,Pitt Meadows,BC,Canada,49.228,-122.673,1994,18,8,2,75
Balfour GC,Balfour,BC,Canada,49.672,-116.982,1994,18,7.5,1,79
Creston GC,Creston,BC,Canada,49.085,-116.517,1994,18,7.5,3,76
Duncan Meadows GC,Duncan,BC,Canada,48.773,-123.72,1994,18,8,1,73
Royalwood GC,Chilliwack,BC,Canada,49.143,-121.936,1994,18,6,2,70
Shuswap Lake Estates,Shuswap,BC,Canada,50.907,-119.368,1994,18,7,1,76
Meadow Creek GC,Logan Lake,BC,Canada,50.493,-120.839,1994,9,7,1,36
The Harvest GC,Kelowna,BC,Canada,49.885,-119.368,1994,18,7.5,1,77
Okanagan GC -- Quail,Kelowna,BC,Canada,49.913,-119.404,1994,18,8.5,5,71
Okanagan GC -- Bear,Kelowna,BC,Canada,49.905,-119.416,2000,18,8,1,74
Osoyoos Meadow course,Osoyoos,BC,Canada,49.032,-119.473,1994,18,7,2,76
Sparwood GC,Sparwood,BC,Canada,49.729,-114.882,1995,9,5,1,37
Redwoods GC,Langley,BC,Canada,49.085,-122.624,1995,18,7,3,74
Northview GC -- Ridge,Surrey,BC,Canada,49.154,-122.715,1995,18,8.5,5,75
Northview GC -- Canal,Surrey,BC,Canada,49.154,-122.715,1995,18,7.5,1,78
Sechelt GC,Sechelt,BC,Canada,49.466,-123.748,1995,18,7,2,74
Pender Harbour GC,Pender Harbour,BC,Canada,49.633,-124.016,1995,9,6,2,36
Sunshine Coast GC,Gibson's,BC,Canada,49.398,-123.504,1995,18,7,4,76
Tsawwassen GC,Tsawwassen,BC,Canada,49.009,-123.135,1995,18,6,1,62
Riverway GC,Burnaby,BC,Canada,49.239,-122.977,1996,18,7,5,73
The falls GC,Chilliwack,BC,Canada,49.096,-121.9,1996,18,6,1,80
The Dunes GC,Kamloops,BC,Canada,50.619,-120.398,1996,18,7.5,3,74
Trickle Creek GC,Kimberley,BC,Canada,49.687,-115.994,1996,18,8,2,73
Myrtle Point GC,Powell River,BC,Canada,49.833,-124.55,1996,18,7,2,79
Gallagher's -- Pinnacle/ Orchard Greens,Kelowna,BC,Canada,49.88,-119.441,1997,9,6,1,
Morgan CreekGC,Surrey,BC,Canada,49.06,-122.765,1997,18,7.5,1,79
Fernie GC,Fernie,BC,Canada,49.482,-115.065,1998,18,7.5,1,77
Sandpiper GC,Harrison,BC,Canada,49.299,-121.874,1998,18,7.5,6,71
Westwood Plateau GC,Coquitlam ,BC,Canada,49.313,-122.828,1998,18,7.5,4,73
Boundary shores/ King's Links,Delta,BC,Canada,49.085,-123.059,1999,18,7.5,5,73
Golden Eagle GC -- South,Pitt Meadows,BC,Canada,49.233,-122.688,1999,18,6,1,71
Golden Eagle GC -- North,Pitt Meadows,BC,Canada,49.233,-122.688,2011,18,6.5,1,71
Cottonwood GC ,Nanaimo ,BC,Canada,49.198,-124.023,2000,18,6.5,1,76
Arrowsmith GC,Qualicum,BC,Canada,49.351,-124.462,2001,18,6,1,63
Gold River GC,Gold River,BC,Canada,49.796,-126.089,2001,9,6,1,37
Northlands GC,North Vancouver,BC,Canada,49.313,-123.022,2002,18,7,10,69
Sunnydale GC,Comox,BC,Canada,49.673,-124.931,2003,18,5,1,74
Inkameep (N'Kamip),Oliver,BC,Canada,49.182,-119.556,2004,18,7,1,73
Vintage Hills GC -- Two Eagles,Kelowna,BC,Canada,49.878,-119.518,2005,18,7,1,62
Copper Point GC,Invermere,BC,Canada,50.517,-116.02,2005,18,8,1,77
Eagle Ranch GC,Invermere,BC,Canada,50.527,-115.961,2005,18,8,1,71
Greywolf GC,Invermere,BC,Canada,50.519,-115.973,2005,18,8.5,1,73
St. Eugene Mission GC,Kimberley,BC,Canada,49.59,-115.769,2005,18,8,1,73
SunRivers GC,Kamloops,BC,Canada,50.668,-120.362,2005,18,8,1,72
Sun Peaks GC,Kamloops,BC,Canada,50.884,-119.912,2005,18,8,1,73
Cultus Lake GC,Cultus Lake,BC,Canada,49.054,-121.98,2007,18,5,1,64
Granite Pointe GC,Nelson,BC,Canada,49.513,-117.263,2007,18,6.5,1,72
Hyde Mountain GC,Mara Lake,BC,Canada,50.83,-118.964,2007,18,7.5,1,68
Tobiano GC,Kamloops,BC,Canada,50.783,-120.869,2008,18,9,2,74
Talking Rock GC,Chase,BC,Canada,50.868,-119.763,2008,18,8,1,73
Sagebrush Golf and Fishing Club,Quilchena,BC,Canada,50.103,-120.052,2009,18,8.5,1,72
Black Mountain GC,Kelowna,BC,Canada,49.895,-119.38,2010,18,8,1,71
Pagoda Ridge GC,Langley,BC,Canada,49.103,-122.63,2012,18,7,1,78
Banff Springs GC,Banff,AB,Canada,51.1749,-115.561,1979,18,8.5,2,72
Banff Springs GC -- Tunnel Nine,Banff,AB,Canada,51.175,-115.561,2007,9,7,1,38
Kananaskis -- Mt Kidd,Kananaskis,AB,Canada,50.965,-115.141,1986,18,8,2,75
Kananaskis -- Mt Lorette,Kananaskis,AB,Canada,50.965,-115.134,1998,18,8,2,72
Silver Springs GC,Calgary,AB,Canada,51.099,-114.129,1984,18,8,1,75
Earl Grey G&CC,Calgary,AB,Canada,51.019,-114.094,1984,18,7.5,1,75
Willow Park GC,Calgary,AB,Canada,50.972,-114.049,1984,18,7,1,73
Kildonan GC,Winnipeg,MB,Canada,49.895,-97.082,1967,18,6,1,
Winnipeg Canoe Club,Winnipeg,MB,Canada,49.883,-97.131,1967,9,5,1,
Mill Woods GC,Edmonton,AB,Canada,53.449,-113.422,1990,18,7,1,73
Riverside GC,Edmonton,AB,Canada,53.5,-113.575,1990,18,7,1,71
St. Charles GC,Winnipeg,MB,Canada,49.858,-97.134,1994,27,7.5,1,73
Niakwa GC,Winnipeg,MB,Canada,49.826,-97.109,1994,18,7.5,1,73
Rossmere GC,Winnipeg,MB,Canada,49.931,-97.066,1994,18,7,1,71
Links at Quarry Oaks,Winnipeg,MB,Canada,49.689,-96.943,1994,18,8,1,72
Leduc GC,Leduc,AB,Canada,53.24,-113.544,1995,18,6,1,
Goose Hummock Resort GC,Edmonton,AB,Canada,53.643,-113.312,1995,18,8,1,74
Wolf Creek GC,Ponoka,AB,Canada,52.681,-113.589,1995,18,8.5,1,74
Henderson Lake GC,Lethbridge,AB,Canada,49.687,-112.812,1995,18,7,1,71
Paradise Canyon GC,Lethbridge,AB,Canada,49.604,-112.914,1995,18,8.5,1,74
Waterton Lakes GC,Waterton Park,AB,Canada,49.042,-113.914,1995,18,7,1,69
Indian Lakes GC,Edmonton,AB,Canada,53.623,-113.203,1997,18,7.5,1,73
Coloniale GC,Edmonton,AB,Canada,53.255,-113.522,1997,18,7.5,1,74
Silvertip GC,Canmore,AB,Canada,51.088,-115.343,2007,18,8,1,74
Royal Ottawa G&CC,Hull,PQ,Canada,45.426,-75.716,2006,18,8,1,75
Le Diable,Mt. Tremblant,PQ,Canada,46.207,-74.602,2006,18,8.5,1,72
Carling Lake GC,Pine Hill,PQ,Canada,45.755,-74.582,2006,18,7,1,69
La Tempete GC,Quebec City,PQ,Canada,46.903,-71.286,2006,18,7.5,1,77
CG St. Laurent,Ile Orleans,PQ,Canada,46.893,-71.089,2006,18,7,1,72
The Falcon GC,Hudson,PQ,Canada,45.464,-74.135,2006,18,8,1,76
Royal Montreal GC,Montreal,PQ,Canada,45.479,-73.686,2006,18,9,1,74
Islesmere GC,Montreal,PQ,Canada,45.521,-73.756,2010,18,8,1,75
Royal Quebec-- Royal,Boischatel,PQ,Canada,46.889,-71.127,2010,18,7.5,1,72
Glen Abbey GC,Oakville,ON,Canada,43.464,-79.704,1986,18,9,2,79
Westmount G&CC,Kitchener,ON,Canada,43.431,-80.466,1981,18,7.5,1,75
Stratford GC,Stratford ,ON,Canada,43.379,-80.946,1981,18,6.5,1,77
Scarborough GC,Scarborough,ON,Canada,43.752,-79.277,1981,19,7.5,1,68
Nobleton Lakes GC,Nobleton,ON,Canada,43.926,-79.683,1986,18,7,1,78
St George's G&CC,Toronto,ON,Canada,43.754,-79.429,1988,18,9.5,1,80
Don Valley GC,Toronto,ON,Canada,43.715,-79.356,1990,18,6.5,1,74
Couchiching GC,Orillia,ON,Canada,44.635,-79.375,1990,9,4,1,37
The National Golf Club,Woodbridge,ON,Canada,43.807,-79.576,1990,18,10,1,79
Mississauga GC,Mississauga,ON,Canada,43.552,-79.639,1993,18,8,1,75
Lionhead (Legends),Brampton,ON,Canada,43.732,-79.746,1993,18,8.5,1,79
Royal Woodbine,Toronto,ON,Canada,43.683,-79.577,1993,18,7.5,1,75
The Marshes GC,Ottawa,ON,Canada,45.344,-75.97,2006,18,8,1,75
DigbyPines GC,Digby,NS,Canada,44.623,-65.76,1987,18,7,1,76
Oakfield GC,Halifax,NS,Canada,44.886,-63.608,1987,18,7.5,1,73
Brightwood GC,Dartmouth,NS,Canada,44.706,-63.489,1987,18,6.5,1,72
Lingan GC,Sydney,NS,Canada,46.105,-60.196,1987,18,6,1,77
Dundee GC,Cape Breton,NS,Canada,45.851,-60.647,1987,18,8,2,73
Ken-Wo GC,Wolfville,NS,Canada,45.079,-64.346,1987,18,7,1,72
Highland Links,Ingonish,NS,Canada,46.684,-60.369,1987,18,9.5,3,75
Bell Bay GC,Baddeck,NS,Canada,46.147,-60.745,2011,18,8,1,79
Le Portage GC,Cheticamp,NS,Canada,46.625,-61.005,2011,18,8,1,78
Brudenell Resort GC,,PEI,Canada,46.393,-62.498,1987,18,8,1,73
Green Gables GC,Charlottetown,PEI,Canada,46.433,-63.113,1987,18,7,1,72
The Wilds at Salmonier,Holyrood,Nfld,Canada,47.366,-53.138,2011,18,8.5,1,76
Terra Nova Resort,Terra Nova Park,Nfld,Canada,48.547,-53.964,2011,18,8.5,5,74
Gros Morne,Gros Morne Park,Nfld,Canada,49.682,-57.849,2011,18,7.5,1,76
The View Resort,Princeton,Nfld,Canada,49.467,-58.578,2011,9,5,1,
Harmon Links,Stephenville,Nfld,Canada,48.547,-58.575,2011,18,7.5,1,76
Playa Conchal Garra de Leon,,,Costa Rica,10.338,-85.843,2003,18,9,3,73
Pacific Harbour GC,,,Fiji,-18.252,178.418,1976,18,8,2,77
Nandi Airport GC,Nandi,,Fiji,-17.755,177.44,1976,18,7,1,77
Upton GC,,,Jamaica,18.02,-76.8,1990,18,7,1,77
Tryall Beach GC,,,Jamaica,18.409,-78.175,1990,18,8,1,77
Runaway Bay GC,,,Jamaica,18.462,-77.339,1990,18,8,1,76
Half Moon GC,,,Jamaica,18.48,-77.918,1990,18,8,1,74
Rose Hall Beach GC,,,Jamaica,18.512,-77.918,1990,18,8.5,1,81
Cabo Del Sol GC,Los Cabos,,Mexico,22.875,-109.901,1994,18,9,1,73
Cabo Real GC,Los Cabos,,Mexico,22.991,-109.795,1994,18,8,1,76
Palmilla GC,Los Cabos,,Mexico,23.007,-109.739,1994,27,9,1,76
Campo do golf Los Cabos,Los Cabos,,Mexico,22.87,-109.911,1994,9,6,1,74
Playacar GC,Cancun,,Mexico,20.615,-87.087,1998,18,7.5,1,78
Caesar Park GC,Cancun,,Mexico,21.148,-86.797,1998,18,7,1,78
Flamingos Club,Puerto Vallarta,,Mexico,20.671,-105.287,2000,18,7,1,74
Estrella del Mar,Mazatlan,,Mexico,23.218,-106.41,2000,18,7.5,1,78
Las Hadas GC,Manzanillo,,Mexico,19.086,-104.321,2000,18,7,1,78
Isla Navidad GC,Manzanillo,,Mexico,19.211,-104.725,2000,27,8,1,81
Playa Paraiso GC,Playa del Carmen,,Mexico,20.634,-87.071,2007,18,8,1,74
Mayakoba GC,Playa del Carmen,,Mexico,20.669,-87.06,2007,18,8,1,74
Atimaono GC,,,Tahiti,17.772,-149.458,1977,18,8,1,78
Pajaro Valley Golf Course,Watsonville,California,United States of America,36.874,-121.76,2013,18,5,1,75
Pebble Beach Links,Pebble Beach,California,United States of America,37.004,-121.871,1995,18,10,2,75
Stanford University Golf Course,Stanford,California,United States of America,37.423,-122.187,1984,18,8,4,75
Pine Valley GC,Clementon,New Jersey,United States of America,39.787,-74.969,1997,18,10,1,75
Bandon Dunes GC,Bandon,Oregon,United States of America,43.196,-124.391,2010,18,10,1,75
Pacific Dunes GC,Bandon,Oregon,United States of America,43.196,-124.391,2004,18,10,3,76
Indian Canyon,Spokane,Washington,United States of America,47.627,-117.433,1985,18,8,1,72
Spokane CC,Spokane,Washington,United States of America,47.66,-117.425,1985,18,8,3,77
Kayak Point GC,Marysville ,Washington,United States of America,48.142,-122.255,1984,18,7,3,72
Mill Creek GC,Bothell,Washington,United States of America,47.863,-122.217,1985,18,7.5,1,74
Bear Creek GC,Redmond,Washington,United States of America,47.664,-122.097,1985,18,7.5,2,76
Orcas Island  GC,Orcas island,Washington,United States of America,48.653,-122.908,1984,9,5,1,
Sudden Valley GC,Bellingham,Washington,United States of America,48.707,-122.363,1985,18,7.5,8,74
Lake Padden GC,Bellingham,Washington,United States of America,48.737,-122.44,1986,18,7,6,72
Port Ludlow Resort,Port Ludlow,Washington,United States of America,47.925,-122.691,1986,27,8.5,5,74
Bellingham GC,Bellingham,Washington,United States of America,48.74,-122.44,1983,18,7.5,1,74
Tumwater Valley GC,Olympia,Washington,United States of America,47.028,-122.927,1982,18,7,1,74
Alderbrook,Union,Washington,United States of America,47.354,-123.121,1982,18,8,2,79
Seattle G&CC,Seattle,Washington,United States of America,47.622,-122.232,1983,18,8.5,4,75
Sahalee GC,Seattle,Washington,United States of America,47.748,-122.107,1975,27,9,2,76
Bear Creek GC,Winthrop,Washington,United States of America,48.464,-120.163,1979,9,6,1,
Green Meadows GC ,Vancouver,Washington,United States of America,45.636,-122.566,1981,9,4,1,
Three Lakes GC,Wenatchee,Washington,United States of America,47.452,-120.377,1985,18,7,1,70
Wenatchee CC,Wenatchee,Washington,United States of America,47.425,-120.34,1985,18,7,1,
Highlander GC,Wenatchee,Washington,United States of America,47.463,-120.298,2003,18,8,1,
Wandermere GC,Spokane,Washington,United States of America,47.755,-117.404,1985,18,7,1,67
The Creek at Qualchan,Spokane,Washington,United States of America,47.591,-117.491,2004,18,7.5,1,77
Dungeness GC (7 Cedars),Sequim,Washington,United States of America,48.044,-123.115,1987,18,7,1,75
Sunland GC,Sequim,Washington,United States of America,48.041,-123.128,1987,18,6,1,71
Semiahmoo GC,Blaine,Washington,United States of America,48.982,-122.752,1987,18,8,3,70
Loomis Trail GC,Blaine,Washington,United States of America,49.001,-122.748,2004,18,8,1,77
Similk Beach GC,Anacortes,Washington,United States of America,48.492,-122.645,1988,18,6,1,73
Bellevue Municipal GC,Bellevue,Washington,United States of America,47.609,-122.153,1988,18,6.5,1,68
Wayne GC,Redmond,Washington,United States of America,47.676,-122.14,1988,18,6,1,63
Grandview GC,Custer,Washington,United States of America,48.868,-122.683,1989,18,6,1,75
Skagit G&CC,Burlington,Washington,United States of America,48.463,-122.38,1989,18,7.5,1,71
Whidbey G&CC,Oak Harbor,Washington,United States of America,48.326,-122.631,1989,18,7.5,1,74
McCormick Woods GC,Port Orchard,Washington,United States of America,47.531,-122.669,1989,18,8.5,4,72
Gold Mountain -- Olympic,Bremerton,Washington,United States of America,47.589,-122.697,2006,18,8,4,72
Gold Mountain -- Cascade,Bremerton,Washington,United States of America,47.589,-122.697,2010,18,7.5,1,72
Horseshoe Lake GC,Bremerton,Washington,United States of America,47.608,-122.668,2006,18,7,1,71
Trophy Lake GC,Port Orchard,Washington,United States of America,47.428,-122.712,2006,18,8,2,75
Tall chief GC ,Fall City,Washington,United States of America,47.578,-121.896,1989,18,5,1,67
Harbour Pointe GC,Mukilteo,Washington,United States of America,47.906,-122.304,1991,18,8,8,72
Shuksan GC,Bellingham,Washington,United States of America,48.802,-122.39,1995,18,7,1,74
Homestead GC,Lynden,Washington,United States of America,48.945,-122.435,1995,18,7.5,2,75
Alta Lake GC,Pateros,Washington,United States of America,48.05,-119.946,1995,18,7,2,74
Desert Canyon GC,Orondo,Washington,United States of America,47.696,-120.187,1995,18,9,5,76
